AssignmentID,SubjectID,ClassGrade,ResearcherGradeAverage,ResearcherGrade0,ResearcherGrade1,ResearcherGrade2,ResearcherGrade3,ResearcherGrade4,ResearcherGrade5
squiralHW,$2y$10$9mYxnEkDyb1d1eWH6jVHpukdc3avA4otJKh9v4g5v0lHgwviGewUa,,1.0,Pass
squiralHW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuqIGx3Fncjb1tU64HqKdB/V4XS7LN4G6,,1.0,Pass
squiralHW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuCiAtTBV/0v9I1bB9bqF.vKJKHDdQexK,,1.0,Pass
squiralHW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuApKCvB3D8MoEPON9X22s3XfhU9Zb5vO,,0.6666666666666666,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuLxsX9ronxLGDwO/RsGnqBiuGKe64.gC,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuVP.0uToBYspXdNOfuxCt9Ho6UO8azEm,,0.8333333333333334,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpul1hZEpeCoKH9Cb2kmgL.mMx/pZAkB8K,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpurwNCnpfjuz3N3mJxjE522WUDEU5eWCG,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuXdkKOYL4csOhBAIeTxEfMG8vIE6Pife,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuMBiFlWBs.Z3oEUVmo0tJ6Wfnu5U5FWy,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuDqrPVN/xrgNHJKl4sJ1nZZNzLDHF5je,,0.8333333333333334,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpux1eMg2FEax3sokwYGaVzIx1KSKvKZse,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpust/FsyzLXkj8FNaGYYmJa1e0stjn0qu,,0.0,Fail
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuMelsDAKLcubg9eU9q6FySX.wcvQMt0a,,0.16666666666666666,Fail
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHput6FsliYaESuMODRJ7u.Zn25F3jN.IqS,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpusnYVvZY2kbq5sjikWOtx1dIQtAicFEq,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuqIGx3Fncjb1tU64HqKdB/V4XS7LN4G6,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuGSh1n.KS3hmnIYiHQoaJwIQj2aJwOnS,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu10uXPjpx3YI7qt5IwN7p4sP68BKETtS,,0.8333333333333334,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpumvzvrICVP169kBbuleIN08YY356h6P.,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuD2vAxpWqMENuB8W6Vg/bdY.h3q2KUUi,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu7BnPYgUplv2oHrN2io9AHNZVB/ECZIu,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuCiAtTBV/0v9I1bB9bqF.vKJKHDdQexK,,0.8333333333333334,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuhujEEJk55NRkaD/CjOOGrccnRt5LKsi,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu1VkOkmmkzdeyXzysu2jwD1nA9uVrat2,,0.0,Fail
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuRZ2F95LOrK1LwBcwkjho.OMWOR7x8qG,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuCWmZNE/lFr0z7RZyVXsZl94UHwUWjZS,,0.8333333333333334,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuk/ptxjPXvWZDzkO1VauAUDIiM5/YyKe,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpua2P8N802fB305v2jgWtvQfEn2ifc6H6,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuo1dsZzz.m0FuAmra5HSwdp.jgQoVdSu,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuSCXJikE.CqyyPnLgxGs4BLGK/Ul9ZzS,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuyx9s.WbfAp98WRzaHQaxuYes3Q3oiWi,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuXRcl22LtfcwTbgVVJCe.O2W9ligrYgi,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu4xP4d4OqN2IzHc2cj40WtYjRnYIAsIW,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuDWCQ15pEYyWPGGpBgtQxHbIu73lz7Ce,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuTZbAOE1Agdw4RDNR129I.JLVv88QzGq,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuiI3IEtnE0wvmunYfx6twGxIBJDPP98a,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpukdc3avA4otJKh9v4g5v0lHgwviGewUa,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuYp7JbjLzXujLx2AYMmrQN4pptBn0jcq,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuRTp/rKf/osnyenQe5kJkeHL3mfXyuYe,,0.0,Fail
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpup1nzOBvD/gTvNXVVMj/6JiZOn5TPTmG,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuPplIVL/jNHwhUHAlUN5vBmOVKZ9cLMO,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpukfdAsrAx.LcIihLBtH9BNBIohHaGv52,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuxBg6LA41g9iacX/cNsV5FOgm1dwPLPC,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuYtdP0rLeaT0cUgQC/xoZbW6.o4khOLi,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuIvYf2AIJLkpSw1m.B.pVmLkRJSVP/o6,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuApKCvB3D8MoEPON9X22s3XfhU9Zb5vO,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpucyCVXCrmkInZVCW8SvOypke2N1w5wI.,,0.8333333333333334,Attempt
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuSn/Tl/BzGCDK6qJ1Hl9Qt8nTfwUR7La,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpua1xOL6v8KB2TNKMzLqj85B/NXTCZWEK,,1.0,Pass
guess1Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuNVWUrwyZsWkwYlmFq.MhJ4W5dXzsfp2,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuLxsX9ronxLGDwO/RsGnqBiuGKe64.gC,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuSCXJikE.CqyyPnLgxGs4BLGK/Ul9ZzS,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuNVWUrwyZsWkwYlmFq.MhJ4W5dXzsfp2,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuPplIVL/jNHwhUHAlUN5vBmOVKZ9cLMO,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuVP.0uToBYspXdNOfuxCt9Ho6UO8azEm,,0.6666666666666666,Fail
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpul1hZEpeCoKH9Cb2kmgL.mMx/pZAkB8K,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpurwNCnpfjuz3N3mJxjE522WUDEU5eWCG,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpux1eMg2FEax3sokwYGaVzIx1KSKvKZse,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpust/FsyzLXkj8FNaGYYmJa1e0stjn0qu,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHput6FsliYaESuMODRJ7u.Zn25F3jN.IqS,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpusnYVvZY2kbq5sjikWOtx1dIQtAicFEq,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuqIGx3Fncjb1tU64HqKdB/V4XS7LN4G6,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpu10uXPjpx3YI7qt5IwN7p4sP68BKETtS,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpumvzvrICVP169kBbuleIN08YY356h6P.,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuD2vAxpWqMENuB8W6Vg/bdY.h3q2KUUi,,0.6666666666666666,Fail
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpu7BnPYgUplv2oHrN2io9AHNZVB/ECZIu,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuCiAtTBV/0v9I1bB9bqF.vKJKHDdQexK,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuZIvgOmzzkUkcTbAKtTJpTxoUDwz9Tqa,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuhujEEJk55NRkaD/CjOOGrccnRt5LKsi,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpu1VkOkmmkzdeyXzysu2jwD1nA9uVrat2,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuRZ2F95LOrK1LwBcwkjho.OMWOR7x8qG,,0.0,Fail
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuCWmZNE/lFr0z7RZyVXsZl94UHwUWjZS,,0.5,Fail
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuk/ptxjPXvWZDzkO1VauAUDIiM5/YyKe,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpukfdAsrAx.LcIihLBtH9BNBIohHaGv52,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuo1dsZzz.m0FuAmra5HSwdp.jgQoVdSu,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuyx9s.WbfAp98WRzaHQaxuYes3Q3oiWi,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuXRcl22LtfcwTbgVVJCe.O2W9ligrYgi,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpu4xP4d4OqN2IzHc2cj40WtYjRnYIAsIW,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuDWCQ15pEYyWPGGpBgtQxHbIu73lz7Ce,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuTZbAOE1Agdw4RDNR129I.JLVv88QzGq,,0.5,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpukdc3avA4otJKh9v4g5v0lHgwviGewUa,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpup1nzOBvD/gTvNXVVMj/6JiZOn5TPTmG,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuMBiFlWBs.Z3oEUVmo0tJ6Wfnu5U5FWy,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuXdkKOYL4csOhBAIeTxEfMG8vIE6Pife,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuIvYf2AIJLkpSw1m.B.pVmLkRJSVP/o6,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuYtdP0rLeaT0cUgQC/xoZbW6.o4khOLi,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpuApKCvB3D8MoEPON9X22s3XfhU9Zb5vO,,1.0,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpua2P8N802fB305v2jgWtvQfEn2ifc6H6,,0.8333333333333334,Pass
guess2HW,$2y$10$9mYxnEkDyb1d1eWH6jVHpua1xOL6v8KB2TNKMzLqj85B/NXTCZWEK,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuLxsX9ronxLGDwO/RsGnqBiuGKe64.gC,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuTZbAOE1Agdw4RDNR129I.JLVv88QzGq,,0.5,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuD2vAxpWqMENuB8W6Vg/bdY.h3q2KUUi,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuVP.0uToBYspXdNOfuxCt9Ho6UO8azEm,,0.5,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpul1hZEpeCoKH9Cb2kmgL.mMx/pZAkB8K,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu7BnPYgUplv2oHrN2io9AHNZVB/ECZIu,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuSn/Tl/BzGCDK6qJ1Hl9Qt8nTfwUR7La,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuPplIVL/jNHwhUHAlUN5vBmOVKZ9cLMO,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpurwNCnpfjuz3N3mJxjE522WUDEU5eWCG,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuRZ2F95LOrK1LwBcwkjho.OMWOR7x8qG,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuApKCvB3D8MoEPON9X22s3XfhU9Zb5vO,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuIvYf2AIJLkpSw1m.B.pVmLkRJSVP/o6,,0.0,Fail
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpux1eMg2FEax3sokwYGaVzIx1KSKvKZse,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuGSh1n.KS3hmnIYiHQoaJwIQj2aJwOnS,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuYp7JbjLzXujLx2AYMmrQN4pptBn0jcq,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuXRcl22LtfcwTbgVVJCe.O2W9ligrYgi,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuqIGx3Fncjb1tU64HqKdB/V4XS7LN4G6,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu10uXPjpx3YI7qt5IwN7p4sP68BKETtS,,0.0,Fail
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpumvzvrICVP169kBbuleIN08YY356h6P.,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuCiAtTBV/0v9I1bB9bqF.vKJKHDdQexK,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu4xP4d4OqN2IzHc2cj40WtYjRnYIAsIW,,0.6666666666666666,Attempt
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuhujEEJk55NRkaD/CjOOGrccnRt5LKsi,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpua2P8N802fB305v2jgWtvQfEn2ifc6H6,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpua1xOL6v8KB2TNKMzLqj85B/NXTCZWEK,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpucyCVXCrmkInZVCW8SvOypke2N1w5wI.,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpu1VkOkmmkzdeyXzysu2jwD1nA9uVrat2,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpust/FsyzLXkj8FNaGYYmJa1e0stjn0qu,,0.6666666666666666,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuCWmZNE/lFr0z7RZyVXsZl94UHwUWjZS,,0.6666666666666666,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuk/ptxjPXvWZDzkO1VauAUDIiM5/YyKe,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpukdc3avA4otJKh9v4g5v0lHgwviGewUa,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuo1dsZzz.m0FuAmra5HSwdp.jgQoVdSu,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuNVWUrwyZsWkwYlmFq.MhJ4W5dXzsfp2,,0.6666666666666666,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuDWCQ15pEYyWPGGpBgtQxHbIu73lz7Ce,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpup1nzOBvD/gTvNXVVMj/6JiZOn5TPTmG,,0.8333333333333334,Attempt
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuRTp/rKf/osnyenQe5kJkeHL3mfXyuYe,,0.0,Fail
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuiI3IEtnE0wvmunYfx6twGxIBJDPP98a,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuxBg6LA41g9iacX/cNsV5FOgm1dwPLPC,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpukfdAsrAx.LcIihLBtH9BNBIohHaGv52,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuxZZkYnkxuxJBLcYRYzYr4jParwjKQSi,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuYtdP0rLeaT0cUgQC/xoZbW6.o4khOLi,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuMBiFlWBs.Z3oEUVmo0tJ6Wfnu5U5FWy,,0.0,Fail
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuDqrPVN/xrgNHJKl4sJ1nZZNzLDHF5je,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpusnYVvZY2kbq5sjikWOtx1dIQtAicFEq,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHput6FsliYaESuMODRJ7u.Zn25F3jN.IqS,,0.8333333333333334,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuSCXJikE.CqyyPnLgxGs4BLGK/Ul9ZzS,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuyx9s.WbfAp98WRzaHQaxuYes3Q3oiWi,,1.0,Pass
guess3Lab,$2y$10$9mYxnEkDyb1d1eWH6jVHpuMelsDAKLcubg9eU9q6FySX.wcvQMt0a,,0.0,Fail
